C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:17:00

spstring~'G' & nbref>=30
------------------------

Number of objects : 3976

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|----|----
3020|HD 191010                          |V* |20 06 45.8405801509 +25 41 06.789051121|     ~| 9.13 | 8.17 |     ~|     ~|G3Ib                 |  38|   0
3021|* 24 Vul                           |*  |20 16 47.0862690820 +24 40 15.963966259|     ~| 6.248| 5.302|     ~|     ~|G8III                |  86|   0
3022|HD 194360                          |*  |20 24 25.78902 +24 16 39.4483          |     ~|     ~|     ~|     ~|     ~|G8III+A1             |  39|   1
3023|HD 136176                          |** |15 18 20.25662 +26 50 25.3347          |     ~|     ~|     ~| 7.31 |     ~|G0V_Fe-0.7           | 121|   0
3024|HD 136274                          |PM*|15 18 59.0503145779 +25 41 30.293928214|     ~| 8.70 |     ~| 7.5  |     ~|G9                   |  66|   0
3025|HD 140913                          |SB*|15 45 07.4493001052 +28 28 11.743016199|     ~| 8.664| 8.053|     ~|     ~|G0V                  |  85|   0
3026|V* R CrB                           |RC*|15 48 34.4147978750 +28 09 24.298218765| 6.44 | 6.31 | 5.71 | 5.26 | 5.08 |G0Iep                | 758|   0
3027|HD 143291                          |PM*|15 58 32.0271585300 +27 44 23.959427554|     ~| 8.78 |     ~| 7.5  |     ~|G9V                  |  82|   0
3028|* iot CrB                          |SB*|16 01 26.5649794279 +29 51 03.813505647|     ~| 4.921| 4.971|     ~|     ~|A0IIIspHgMnEu        | 254|   0
3029|BD+28 2507                         |V* |16 02 11.8463105423 +28 10 10.419642379|     ~|11.88 |11.25 |     ~|     ~|G1V                  |  91|   1
3030|* ksi CrB                          |** |16 22 05.8235660072 +30 53 31.175905159|     ~| 5.833| 4.849|     ~|     ~|G9IIIFe-0.5          | 118|   0
3031|GSC 02581-02323                    |*  |16 31 33.8125078770 +30 08 46.398483547|13.576|12.972|12.917|12.564|12.212|G2V                  |  62|   0
3032|* zet Her                          |SB*|16 41 17.16104 +31 36 09.7873          | 3.640| 3.430| 2.800| 2.31 | 1.99 |G0IV                 | 525|   0
3033|* w Her                            |PM*|17 20 39.5675395123 +32 28 03.877348066| 6.08 | 6.01 | 5.39 | 4.89 | 4.56 |G0V                  | 422|   0
3034|HD 158226                          |PM*|17 26 43.1970011642 +31 04 37.894858895|     ~| 9.09 |     ~| 8.1  |     ~|G1V                  | 102|   0
3035|BD+31 3025                         |PM*|17 26 41.4092918324 +31 03 34.005974631|     ~|     ~|     ~| 9.1  |     ~|G8                   |  38|   0
3036|HD 158974                          |*  |17 30 55.3733857635 +31 09 29.299688493|     ~| 6.595| 5.633|     ~|     ~|G8III                |  42|   0
3037|HD 176377                          |PM*|18 58 51.0031145311 +30 10 50.314585200|     ~| 7.37 |     ~| 6.4  |     ~|G1V                  | 101|   0
3038|V* V478 Lyr                        |RS*|19 07 32.3867188674 +30 15 16.176365783|     ~| 8.54 |     ~| 7.3  |     ~|G6V                  | 116|   0
3039|NGC 6765                           |PN |19 11 06.5583876872 +30 32 43.683325201|     ~|     ~|     ~|     ~|     ~|PG1159               |  65|   1
3040|HD 182758                          |PM*|19 24 56.1420049710 +31 48 04.296617462|     ~| 8.72 | 8.19 |     ~|     ~|G0                   |  37|   0
3041|HD 183650                          |PM*|19 29 21.4443283625 +31 36 31.159540538|     ~| 7.67 |     ~| 6.5  |     ~|G6                   |  68|   0
3042|* phi Cyg                          |SB*|19 39 22.6060058861 +30 09 11.944875887|     ~| 5.642| 4.673|     ~|     ~|G8III                | 135|   0
3043|* 9 Cyg                            |SB*|19 34 50.9284855505 +29 27 46.697578699|     ~| 5.96 | 5.407|     ~|     ~|G8III+A2III:         |  89|   0
3044|HD 188015                          |PM*|19 52 04.5430063826 +28 06 01.341678198|     ~| 8.95 | 8.23 |     ~|     ~|G5IV                 |  74|   1
3045|HD 189087                          |PM*|19 57 13.4148800901 +29 49 26.455056667|     ~| 8.68 |     ~| 7.4  |     ~|G8                   |  78|   0
3046|HD 190228                          |PM*|20 03 00.7728097338 +28 18 24.684933114|     ~| 8.094| 7.296|     ~|     ~|G5IV                 | 151|   1
3047|HD 193795                          |PM*|20 21 15.2303710388 +28 06 24.603645913|     ~|     ~|     ~| 8.1  |     ~|G4IV                 |  34|   0
3048|HD 198483                          |PM*|20 49 46.4579209836 +25 46 15.364375747|     ~| 8.23 | 7.67 |     ~|     ~|G0V                  |  32|   0
3049|HD 135145                          |PM*|15 12 47.7400653590 +27 55 35.567551566|     ~| 8.93 | 8.35 |     ~|     ~|G0V                  |  35|   0
3050|HD 140385                          |PM*|15 42 16.2917414123 +29 37 22.535818226|     ~| 9.20 |     ~| 8.1  |     ~|G2V                  |  30|   0
3051|V* RT CrB                          |RS*|15 38 03.0317560540 +29 29 13.959880396|     ~|10.97 |10.22 |     ~|     ~|G0                   |  86|   0
3052|HD 148909                          |** |16 30 03.6707984 +33 53 11.057221      |     ~| 8.90 | 8.26 |     ~|     ~|G5                   |  39|   1
3053|V* V829 Her                        |WU*|16 55 47.876544 +35 10 57.65916        |     ~|10.96 |10.33 |10.12 |     ~|G2V                  |  63|   0
3054|HD 155358                          |PM*|17 09 34.6179324422 +33 21 21.086408841|     ~|     ~|     ~| 7.0  |     ~|G0                   | 134|   1
3055|HD 159222                          |PM*|17 32 00.9922730198 +34 16 16.130879367| 7.38 | 7.21 |     ~| 6.1  |     ~|G1V                  | 206|   0
3056|HD 159304                          |** |17 32 34.1040458529 +34 44 47.658738160|     ~| 8.50 | 7.97 |     ~|     ~|G0                   |  44|   1
3057|V* V835 Her                        |RS*|17 55 24.6812481627 +36 11 19.929393032|     ~| 8.81 | 7.92 |     ~|     ~|G5                   |  64|   0
3058|HD 166640                          |*  |18 09 59.0033502321 +36 27 58.588303941|     ~| 6.491| 5.568|     ~|     ~|G8III                |  36|   0
3059|HD 172044                          |SB*|18 36 37.3443662524 +33 28 08.535164818| 4.8  | 5.301| 5.410|     ~|     ~|B8IIpHgMn            | 142|   0
3060|HD 175635                          |SB*|18 54 52.5086608984 +33 58 06.832363531|     ~| 6.989| 6.030|     ~|     ~|G5III+A8             |  49|   0
3061|HD 178911B                         |PM*|19 09 03.0984180671 +34 35 59.473294546|     ~| 8.71 |     ~| 7.3  |     ~|G5                   | 113|   1
3062|HD 178911                          |SB*|19 09 04.3519341413 +34 36 01.242009328|     ~| 7.37 |     ~| 6.3  |     ~|G1V+K1V              | 120|   0
3063|HD 184499                          |PM*|19 33 27.0811098549 +33 12 06.717932615| 7.22 | 7.22 | 6.64 | 6.14 | 5.79 |G0V                  | 226|   0
3064|HD 188993                          |*  |19 56 41.6793432980 +30 56 50.123795626|     ~| 7.44 | 6.80 |     ~|     ~|G2III                |  32|   0
3065|V* EZ Cyg                          |cC*|19 57 49.0090607475 +30 15 57.291421972|     ~|12.45 |11.21 |     ~|     ~|G5V                  |  39|   0
3066|V* V1027 Cyg                       |pA*|20 02 27.3758132540 +30 04 25.489921365|     ~|10.85 | 8.65 |     ~|     ~|G7Ia                 |  57|   0
3067|HD 190360                          |PM*|20 03 37.4049065078 +29 53 48.495330996|     ~| 6.44 |     ~| 5.2  |     ~|G7IV-V               | 390|   1
3068|V* BU Vul                          |Al*|20 46 18.8675238548 +28 15 44.369632508|     ~|10.89 |10.28 |     ~|     ~|G1.5V                |  52|   0
3069|HD 199221                          |** |20 55 02.40649 +28 05 25.7517          |     ~|     ~|     ~| 8.71 |     ~|G2V                  |  57|   0
3070|* 31 Vul                           |SB*|20 52 07.6835241741 +27 05 48.995100470|     ~| 5.399| 4.568|     ~|     ~|G7IIIFe-1            | 131|   0
3071|HD 199598                          |** |20 57 39.6744765588 +26 24 18.569891165|     ~| 7.52 |     ~| 6.6  |     ~|G0V                  |  60|   0
3072|BD+30 2611                         |*  |15 06 53.8283818900 +30 00 36.942401309|11.50 |10.37 | 9.13 |     ~|     ~|G8III                | 122|   0
3073|* eta CrB                          |SB*|15 23 12.30535 +30 17 16.1701          | 5.60 | 5.56 | 4.98 | 4.50 | 4.22 |G2V+G2V              | 180|   0
3074|* eta CrB B                        |*  |15 23 12.270456 +30 17 18.45708        |     ~| 6.480| 5.95 |     ~|     ~|G2V                  | 135|   0
3075|* pi. CrB                          |*  |15 43 59.2996201407 +32 30 56.901940237|     ~| 6.648| 5.575|     ~|     ~|G9III:               |  39|   0
3076|HD 144873                          |PM*|16 06 40.0038025209 +34 06 10.531224739|     ~|     ~|     ~| 8.1  |     ~|G2.5Vb               |  35|   0
3077|* rho CrB                          |PM*|16 01 02.6608052290 +33 18 12.642245533|     ~| 6.01 |     ~| 5.0  |     ~|G0+VaFe-1            | 582|   1
3078|HD 147044                          |PM*|16 18 05.8771878731 +34 28 57.947341752|     ~| 8.12 | 7.49 |     ~|     ~|G0V                  |  40|   0
3079|* sig CrB B                        |PM*|16 14 40.3877102288 +33 51 27.098290088|     ~|     ~|     ~| 6.0  |     ~|G1V                  | 127|   0
3080|* sig CrB                          |RS*|16 14 40.85557 +33 51 30.9497          |     ~|     ~|     ~|     ~|     ~|F6V+G0V              | 476|   0
3081|HD 149750                          |PM*|16 35 14.6428926111 +37 01 19.664888793|     ~| 9.21 | 8.56 |     ~|     ~|G5                   |  43|   0
3082|Cl* NGC 6205 KAD 185               |*  |16 40 41.29 +36 21 13.1                |     ~|15.38 |14.70 |     ~|     ~|G8IV/V               |  30|   0
3083|HD 151428                          |** |16 45 48.1714146 +35 37 50.752709      | 7.850|     ~|     ~|     ~|     ~|G0                   |  34|   0
3084|HD 155039                          |** |17 07 29.9927085 +38 10 20.657115      |     ~| 9.09 | 8.58 |     ~|     ~|G5                   |  42|   0
3085|HD 157910                          |PM*|17 24 27.1185062986 +36 57 06.957373536|     ~| 7.119| 6.253|     ~|     ~|G5III                |  52|   0
3086|HD 157948                          |SB*|17 24 42.4271019878 +38 02 10.555517770|     ~| 9.06 | 8.18 | 7.6  |     ~|G5                   |  56|   0
3087|HD 160693                          |PM*|17 39 36.8721114627 +37 11 01.504427710| 8.94 | 8.92 |     ~| 8.0  |     ~|G0                   | 192|   0
3088|HD 162338                          |** |17 48 58.3167197 +37 03 42.238055      |     ~| 7.69 | 7.18 |     ~|     ~|G0                   |  56|   0
3089|HD 173416                          |PM*|18 43 36.1094855832 +36 33 23.781469921|     ~| 7.093| 6.037|     ~|     ~|G8                   |  33|   1
3090|HD 173950                          |BY*|18 46 34.62978 +38 21 03.3424          |     ~| 8.935| 8.100| 8.63 |     ~|G9V                  |  52|   0
3091|HD 175425                          |PM*|18 53 38.1134007842 +37 59 06.882715370|     ~| 8.56 | 7.89 |     ~|     ~|G0                   |  32|   0
3092|HD 181655                          |SB*|19 19 38.9988332720 +37 19 49.945432256| 7.20 | 6.99 |     ~| 5.8  |     ~|G5V                  | 108|   0
3093|HD 187123                          |PM*|19 46 58.1122608389 +34 25 10.279867125|     ~|     ~|     ~| 7.4  |     ~|G2V                  | 213|   1
3094|HD 190571                          |*  |20 04 23.5671247354 +33 33 01.779539740|     ~| 8.33 | 7.48 |     ~|     ~|G8V                  |  37|   0
3095|V* CD Cyg                          |cC*|20 04 26.5612846895 +34 06 44.187255455|     ~| 9.35 | 8.35 |     ~|     ~|F8-G5Iab-Ib          | 185|   0
3096|V* MW Cyg                          |cC*|20 12 22.8297860287 +32 52 17.840728795|     ~|10.71 | 9.45 |     ~| 7.882|F8.5-G2Ib            | 102|   0
3097|HD 192787                          |PM*|20 15 23.7686920596 +33 43 44.709854718|     ~| 6.632| 5.698|     ~|     ~|G8III                |  41|   0
3098|V* UY Cyg                          |RR*|20 56 28.3031078272 +30 25 40.325903355|     ~|11.37 |11.1  |     ~|     ~|G                    |  83|   0
3099|BD+32 2547                         |PM*|15 07 41.3778145993 +32 24 37.416888586|     ~|11.81 |     ~|10.8  |     ~|G4                   |  34|   0
3100|* del Boo                          |PM*|15 15 30.1629518 +33 18 53.392558      | 5.12 | 4.44 | 3.49 | 2.76 | 2.25 |G8IIIFe-1            | 359|   0
3101|HD 139324                          |PM*|15 36 12.6620428757 +35 42 19.423157949| 8.260| 8.100|     ~| 7.1  |     ~|G5                   |  36|   0
3102|HD 144208                          |SB*|16 03 19.3641390351 +36 37 54.414338198|     ~| 6.377| 5.804|     ~|     ~|G6IIIa+A2.5IV        |  61|   0
3103|HD 149026                          |PM*|16 30 29.6184841164 +38 20 50.310893575|     ~| 8.75 | 8.14 |     ~|     ~|G0IV                 | 195|   1
3104|PN DdDm 1                          |PN |16 40 18.1519945483 +38 42 20.023281608|     ~|14.0  |     ~|     ~|     ~|sd+G/K               | 132|   0
3105|* eta Her                          |PM*|16 42 53.7650947 +38 55 20.112868      | 5.03 | 4.42 | 3.50 | 2.83 | 2.35 |G7IIIFe-1            | 272|   0
3106|HD 153527                          |SB*|16 58 22.8679981410 +39 42 35.791640362|     ~| 8.65 | 8.09 |     ~|     ~|G0                   |  56|   0
3107|HD 168322                          |PM*|18 17 06.8325672289 +40 56 12.249574724|     ~|     ~|     ~| 5.5  |     ~|G8.5IIIbCH0.5Fe-1    |  95|   0
3108|HD 177780                          |*  |19 04 16.3774387772 +41 00 11.443194845|     ~| 9.01 | 8.37 |     ~|     ~|G3V                  |  34|   0
3109|NAME HD 179484BC                   |** |19 11 08.045304 +38 46 52.73328        |     ~|     ~|     ~| 8.71 |     ~|G7V                  |  65|   0
3110|HD 179484                          |** |19 11 07.89706 +38 46 48.3556          |     ~|     ~|     ~|     ~|     ~|G4V+K0V              |  75|   0
3111|BD+39 3706                         |PM*|19 16 34.9029087477 +40 02 50.362111184|     ~|     ~|     ~| 9.1  |     ~|G1.5V                |  60|   0
3112|V* V1130 Cyg                       |Al*|19 34 03.2884336762 +39 42 41.004094058|     ~|     ~|12.487|     ~|11.581|G1V                  |  36|   0
3113|TYC 3135-624-1                     |PM*|19 36 48.8136899967 +38 42 56.787490867|     ~|10.35 | 9.55 |     ~|     ~|G5IV                 |  59|   0
3114|* 15 Cyg                           |PM*|19 44 16.6052194350 +37 21 15.677074768|     ~| 5.830| 4.887|     ~|     ~|G8III                | 107|   0
3115|HD 188650                          |Pe*|19 54 48.2512571827 +36 59 44.431871140|     ~| 6.549| 5.781|     ~|     ~|G1Ib-IICH2Fe-1       |  67|   0
3116|HD 190113                          |*  |20 02 02.8538882075 +35 38 27.998312522|     ~| 9.28 | 7.86 |     ~|     ~|G5Ib                 |  36|   0
3117|V* V402 Cyg                        |cC*|20 09 07.7598168773 +37 09 07.085085598|     ~|10.9  | 9.87 |     ~| 8.674|G0III                |  83|   0
3118|* b01 Cyg                          |RS*|20 06 21.7674289928 +35 58 20.887464451|     ~| 6.21 |     ~| 4.8  |     ~|G8.5IVa              | 159|   0
3119|BD+33 3930                         |BY*|20 31 07.76836 +33 32 34.4593          |     ~| 9.21 | 8.35 |     ~|     ~|G8V                  |  57|   0
3120|HD 196673                          |** |20 37 44.3242645 +33 21 59.371434      |     ~|     ~|     ~|     ~|     ~|K0pBa+G5III          |  54|   0
3121|* 49 Cyg                           |** |20 41 02.5422186326 +32 18 26.237959572|     ~| 6.672| 5.638|     ~|     ~|G8IIb                |  75|   0
3122|HD 199220                          |** |20 54 49.87853 +32 42 23.1559          |     ~|     ~|     ~| 8.08 |     ~|G0                   |  31|   0
3123|HD 133392                          |V* |15 03 06.0546924301 +35 12 20.862622344|     ~| 6.539| 5.513|     ~|     ~|G8III:               |  39|   0
3124|V* TY Boo                          |EB*|15 00 46.9394774048 +35 07 54.743547575|     ~|12.03 |11.39 |11.38 |     ~|G3+G7                | 121|   0
3125|HD 138439                          |** |15 30 44.95156 +38 09 48.4633          |     ~| 9.17 | 8.59 |     ~|     ~|G5                   |  43|   1
3126|* mu.02 Boo                        |** |15 24 30.86708 +37 20 50.2777          |     ~|     ~|     ~|     ~|     ~|G0V                  | 121|   0
3127|V* CV Boo                          |Al*|15 26 19.5364840761 +36 58 53.435044933|     ~|11.61 |10.99 |     ~|     ~|G3V                  |  72|   0
3128|HD 144579                          |PM*|16 04 56.7938239883 +39 09 23.434791067| 7.60 | 7.40 | 6.67 | 6.04 | 5.63 |G8V                  | 251|   0
3129|HD 145514                          |PM*|16 09 41.1792755969 +40 07 08.635589941|     ~|     ~|     ~| 7.9  |     ~|G0                   |  30|   0
