C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:13:31

spstring~'A' & nbref>=50
------------------------

Number of objects : 2484

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |      spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|----------------------|----|----
1339|* phi Leo                          |PM*|11 16 39.6995972 -03 39 05.777018      |     ~| 4.654| 4.450|     ~|     ~|A5V                   | 112|   0
1340|V* SV Crt                          |a2*|11 16 58.1773504752 -07 08 04.871249847| 6.49 | 6.34 | 6.14 |     ~|     ~|ApSrCrEu              | 191|   1
1341|SN 2006ax                          |SN*|11 24 03.46 -12 17 29.2                |     ~|     ~|17.1  |     ~|     ~|SNIa                  |  75|   1
1342|* gam Crt                          |PM*|11 24 52.9236199 -17 41 02.429978      |     ~| 4.25 | 4.06 | 6.12 |     ~|A7V(n)                | 117|   0
1343|GD 140                             |WD*|11 37 05.1038329295 +29 47 58.292363897|11.47 |12.42 |12.45 |12.73 |12.714|DA2.2                 | 211|   0
1344|PG 1123+189                        |CV*|11 26 19.095480 +18 39 16.56900        |     ~|13.94 |14.10 |14.31 |     ~|DA.9                  |  63|   0
1345|HD 100518                          |** |11 34 09.94791 +11 01 25.9054          |     ~| 6.73 | 6.55 |     ~|     ~|kA2hA5IIImA6          |  51|   0
1346|* tau Leo                          |*  |11 27 56.2400660284 +02 51 22.562494014|     ~| 5.940| 4.943|     ~|     ~|G8-IIIa               | 118|   0
1347|V* RZ Leo                          |DN*|11 37 22.2523056583 +01 48 58.617841432|     ~|     ~|19.6  |     ~|     ~|DA+dM2                | 146|   0
1348|HD 99563                           |a2*|11 27 16.63609 -08 52 08.1942          |     ~|     ~|     ~|     ~|     ~|A9III                 |  72|   0
1349|EGGR 185                           |WD*|11 45 56.6700338736 +31 49 30.693314751|     ~|13.66 |13.60 |14.0  |     ~|DA3.1                 |  64|   1
1350|* 93 Leo                           |RS*|11 47 59.13595 +20 13 08.1500          |     ~| 5.065| 4.522|     ~|     ~|F8III+A6III           | 212|   0
1351|HD 102590                          |** |11 48 38.7108231411 +14 17 03.141199857|     ~|     ~|     ~| 7.18 |     ~|A8V+G2V               |  72|   0
1352|V* AA Leo                          |RR*|11 39 14.2330001645 +10 19 38.434723933|     ~|12.77 |12.37 |     ~|     ~|kA5.5hF6              |  52|   0
1353|* ksi Vir                          |PM*|11 45 17.0402717 +08 15 29.215015      |     ~| 5.003| 4.842|     ~| 4.67 |A4V                   |  86|   0
1354|SN 2001ba                          |SN*|11 38 01.76 -32 19 51.0                |     ~|16.44 |     ~|     ~|     ~|SNIa                  |  59|   1
1355|HD 103928                          |PM*|11 58 07.1738223601 +32 16 26.070179245|     ~| 6.735| 6.422|     ~|     ~|A9V                   |  75|   0
1356|LAWD 38                            |WD*|11 50 20.1723473719 +25 18 32.765371120|     ~|15.78 |     ~|15.4  |     ~|DA5                   |  55|   0
1357|SN 2001V                           |SN*|11 57 24.93 +25 12 09.0                |     ~|14.62 |     ~|     ~|     ~|SNIa                  |  88|   1
1358|HD 102660                          |SB*|11 49 14.7887542334 +16 14 34.371443685|     ~| 6.314| 6.036|     ~| 5.75 |kA2.5hF1mF3           |  81|   0
1359|* bet Leo                          |dS*|11 49 03.57834 +14 34 19.4090          | 2.30 | 2.22 | 2.13 | 2.08 | 2.06 |A3Va                  | 544|   0
1360|* o Leo                            |SB*|11 55 40.5342459259 +15 38 48.556539104|     ~| 5.632| 5.522|     ~|     ~|A3V                   | 153|   0
1361|* b Vir                            |*  |11 59 56.9127613024 +03 39 18.744123054|     ~| 5.346| 5.345|     ~| 5.34 |A0V                   |  59|   0
1362|V* IQ Vir                          |dS*|11 53 50.2771108914 +00 33 07.613271885|     ~| 6.489| 6.290|     ~|     ~|A9V                   |  62|   0
1363|* eta Crt                          |PM*|11 56 00.9553851475 -17 09 02.958633685|     ~| 5.138| 5.160|     ~|     ~|A0V                   |  63|   0
1364|* bet Hya                          |a2*|11 52 54.52149 -33 54 29.2672          | 3.85 | 4.18 | 4.28 | 4.27 | 4.35 |kB8hB8HeA0VSi         |  93|   0
1365|* 67 UMa                           |dS*|12 02 06.7868306632 +43 02 44.047958410|     ~| 5.47 |     ~| 5.1  |     ~|F0Vam                 | 107|   0
1366|HD 105824                          |** |12 10 47.3111410 +39 53 29.424604      |     ~| 7.126| 6.830|     ~|     ~|A3                    |  73|   1
1367|HD 105601                          |PM*|12 09 27.7964607975 +38 37 54.632542999| 7.80 | 7.70 | 7.39 | 7.13 | 7.02 |Am                    |  85|   0
1368|HD 105805                          |V* |12 10 46.0958553030 +27 16 53.425068892|     ~| 6.110| 5.987|     ~|     ~|A4Vn                  |  80|   0
1369|SN 2005bl                          |SN*|12 04 12.24 +20 24 24.6                |     ~|     ~|     ~|     ~|     ~|SNIap                 |  85|   1
1370|* 3 Com                            |*  |12 10 31.6411059116 +16 48 33.400494664|     ~| 6.447| 6.387|     ~|     ~|A4V                   |  59|   0
1371|V* AG Vir                          |WU*|12 01 03.5038236924 +13 00 30.018273805|     ~| 8.78 | 8.52 |     ~|     ~|A7V                   | 151|   0
1372|* omi Vir                          |PM*|12 05 12.5404884 +08 43 58.749788      | 5.75 | 5.11 | 4.12 | 3.38 | 2.89 |G8IIICN0.5CH1Ba1      | 267|   0
1373|* pi. Vir                          |SB*|12 00 52.3904208 +06 36 51.557103      |     ~| 4.755| 4.642|     ~| 4.53 |A5V                   |  97|   0
1374|* 11 Vir                           |PM*|12 10 03.4178766346 +05 48 25.229366074|     ~|     ~|     ~| 5.5  |     ~|Am                    |  57|   0
1375|BD-04 3208                         |PM*|12 07 15.0719832426 -05 44 01.609304815|     ~|10.40 | 9.99 |     ~|     ~|A7                    | 134|   0
1376|* eps Crv                          |PM*|12 10 07.4805825 -22 37 11.161983      | 5.79 | 4.32 | 2.98 | 2.05 | 1.41 |K2+IIIa               | 136|   0
1377|HD 106223                          |PM*|12 13 16.8985951261 +30 16 58.950109119| 7.64 | 7.72 | 7.44 |     ~|     ~|hF3VkA3mA3_lB         |  86|   0
1378|HD 107054                          |PM*|12 18 31.6202883397 +30 14 56.570077523|     ~| 6.520| 6.226|     ~|     ~|A9.5III               |  58|   0
1379|HD 106887                          |** |12 17 30.57475 +28 56 13.8879          |     ~| 5.878| 5.711|     ~|     ~|kA3hA6mF1             |  73|   0
1380|* 10 Com                           |*  |12 19 50.6243755248 +28 27 51.681814335|     ~| 6.812| 6.617|     ~|     ~|Am                    | 105|   0
1381|* 9 Com                            |PM*|12 19 29.5259620179 +28 09 24.908355473|     ~| 6.83 |     ~| 6.1  |     ~|F8Va                  | 185|   0
1382|V* FM Com                          |dS*|12 19 02.0254481253 +26 00 30.058562840|     ~| 6.605| 6.433|     ~|     ~|A6:IV-Vmv             | 143|   0
1383|HD 106999                          |** |12 18 11.2057252717 +27 18 02.161694452|     ~| 7.64 | 7.47 |     ~|     ~|kA5hA5mF0             |  51|   0
1384|V* KU Com                          |dS*|12 21 26.7390107538 +24 59 49.299881498|     ~| 7.64 | 7.38 |     ~|     ~|Am                    | 102|   0
1385|HD 107655                          |PM*|12 22 10.8267015181 +24 46 25.921679065|     ~| 6.170| 6.162|     ~|     ~|A0V                   |  84|   0
1386|* 8 Com                            |*  |12 19 19.1930734072 +23 02 04.821330146|     ~| 6.416| 6.220|     ~|     ~|A8m                   | 124|   0
1387|SN 2006cp                          |SN*|12 19 14.89 +22 25 38.2                |     ~|     ~|18.2  |     ~|     ~|SNIa                  |  51|   1
1388|HD 107612                          |PM*|12 22 02.0679466651 +16 44 41.083226752|     ~| 6.721| 6.663|     ~|     ~|A2p                   |  61|   0
1389|* 6 Com                            |PM*|12 16 00.1863180875 +14 53 56.651550181| 5.230| 5.150| 5.090|     ~|     ~|A3V                   |  71|   0
1390|SN 1971G                           |SN*|12 12 12.0 +13 14 16                   |     ~|13.90 |13.87 |     ~|     ~|SNIa:                 |  51|   1
1391|* 12 Vir                           |PM*|12 13 25.9388667605 +10 15 44.429700104|     ~| 6.095| 5.829|     ~| 5.61 |kA3hF2mF2             |  70|   0
1392|HD 106965                          |*  |12 17 57.5420473026 +01 34 31.145856829|     ~| 7.63 | 7.54 |     ~|     ~|A0/1V                 |  57|   0
1393|V* UV Vir                          |RR*|12 21 16.7293356570 +00 22 03.039223864|     ~|12.33 |12.25 |     ~|     ~|A4                    |  61|   0
1394|* eta Vir                          |SB*|12 19 54.3488819446 -00 40 00.599569600| 3.99 | 3.92 | 3.90 | 3.82 | 3.82 |A2IV                  | 232|   0
1395|V* FG Vir                          |dS*|12 14 15.4567370777 -05 42 59.750421714|     ~| 6.807| 6.558|     ~|     ~|A8/9V                 | 207|   0
1396|V* UZ CVn                          |RR*|12 30 27.7043820720 +40 30 32.027486203|     ~|12.23 |12.11 |     ~|     ~|A8                    |  51|   0
1397|V* RR CVn                          |RR*|12 29 07.4968153567 +34 38 50.122722633|     ~|11.98 |12.72 |     ~|     ~|A9.7                  |  60|   0
1398|SN 1974G                           |SN*|12 26 28.0 +31 12 24                   |     ~|12.48 |     ~|     ~|     ~|SNIa                  |  94|   1
1399|Ton 617                            |WD*|12 26 30.8731292776 +30 38 52.652815739|     ~|16.099|16.05 |     ~|     ~|DA+M3                 |  54|   0
1400|SN 1994S                           |SN*|12 31 21.85 +29 08 04.0                |     ~|14.80 |14.77 |     ~|     ~|SNIa                  |  97|   1
1401|HD 107935                          |SB*|12 24 03.4612642884 +25 51 04.381494654|     ~| 6.917| 6.693|     ~|     ~|Am                    |  79|   0
1402|* 13 Com                           |a2*|12 24 18.5472727537 +26 05 54.931575414|     ~| 5.26 | 5.18 |     ~|     ~|A3V                   | 134|   0
1403|* 16 Com                           |*  |12 26 59.2961544883 +26 49 32.527285792|     ~| 5.045| 4.959|     ~| 4.93 |A4V                   | 145|   0
1404|HD 108642                          |SB*|12 28 38.1502568007 +26 13 37.024817133|     ~| 6.71 | 6.54 |     ~|     ~|A2m                   | 136|   0
1405|HD 108486                          |EB*|12 27 38.3635230106 +25 54 43.584689821|     ~| 6.835| 6.654|     ~|     ~|Am                    | 110|   0
1406|HD 108651                          |SB*|12 28 44.5651117736 +25 53 57.558085264|     ~| 6.82 | 6.61 |     ~|     ~|kA2hA9VmF0            | 151|   0
1407|HD 109030                          |*  |12 31 33.6691745594 +25 52 13.310909628|     ~| 7.95 | 7.88 |     ~|     ~|A0VpSr                |  61|   0
1408|* 17 Com                           |a2*|12 28 54.7027661676 +25 54 46.273614728|     ~| 5.208| 5.236|     ~|     ~|A0p                   | 258|   0
1409|HD 108007                          |** |12 24 26.80314 +25 34 56.6618          |     ~| 6.79 | 6.55 |     ~|     ~|A9V(n)kF2mF0          | 136|   0
1410|* 12 Com                           |SB*|12 22 30.3107569400 +25 50 46.189595360| 5.56 | 5.30 | 4.81 | 4.34 | 4.01 |F6III+A3V             | 174|   0
1411|* 22 Com                           |*  |12 33 34.2192186914 +24 16 58.742920851|     ~| 6.363| 6.243|     ~|     ~|A4Vm                  | 136|   0
1412|* 21 Com                           |a2*|12 31 00.5604328922 +24 34 01.806209568|     ~| 5.496| 5.436|     ~|     ~|A2pv                  | 247|   0
1413|* 20 Com                           |*  |12 29 43.2398125252 +20 53 45.993580817|     ~| 5.751| 5.679|     ~|     ~|A3V                   |  72|   0
1414|SN 1960R                           |SN*|12 25 24.83 +18 09 19.3                |     ~|11.60 |     ~|     ~|     ~|SNIa                  |  59|   1
1415|SN 1984A                           |SN*|12 26 55.73 +15 03 17.1                |     ~|12.40 |12.20 |     ~|     ~|SNIa                  | 131|   1
1416|SN 1999cl                          |SN*|12 31 56.01 +14 25 35.3                |     ~|14.92 |     ~|     ~|     ~|SNIa                  | 108|   1
1417|SN 2006X                           |SN*|12 22 53.93 +15 48 32.0                |     ~|     ~|15.3  |     ~|     ~|SNIa                  | 282|   1
1418|SN 1957B                           |SN*|12 25 02.0 +12 54 00                   |     ~|12.20 |     ~|     ~|     ~|SNIa                  |  71|   1
1419|SN 1991bg                          |SN*|12 25 03.70 +12 52 15.6                |     ~|14.75 |14.3  |     ~|     ~|SNIapec               | 528|   1
1420|SN 1960F                           |SN*|12 31 42.05 +03 56 47.7                |     ~|11.34 |11.43 |     ~|     ~|SNIa                  | 111|   1
1421|SN 1994M                           |SN*|12 31 08.61 +00 36 19.6                |     ~|16.31 |16.24 |     ~|     ~|SNIa                  |  83|   1
1422|PG 1225-079                        |WD*|12 27 47.3585973005 -08 14 37.972964044|     ~|14.86 |14.74 |15.15 |     ~|DZA4                  |  57|   0
1423|* del Crv                          |PM*|12 29 51.8551642 -16 30 55.552542      | 2.80 | 2.89 | 2.94 | 2.99 | 3.03 |A0IV(n)kB9            | 185|   0
1424|HD 108564                          |PM*|12 28 19.1206283467 -16 54 39.776908119|     ~|10.43 | 9.502| 9.676|     ~|K5Vmetalweak          |  86|   0
1425|V* SV Hya                          |RR*|12 30 30.5031869284 -26 02 51.112562303|     ~|10.82 |10.54 |     ~|     ~|A5                    |  85|   0
1426|HD 109995                          |HB*|12 38 47.5986540271 +39 18 31.629329712| 7.83 | 7.68 |     ~| 7.6  |     ~|A0V                   | 214|   0
1427|V* AX CVn                          |a2*|12 39 16.8607725899 +35 57 07.052954412|     ~| 6.466| 6.385|     ~|     ~|A0pSrCrEuKsn          | 157|   0
1428|SN 2006ac                          |SN*|12 41 44.90 +35 04 07.4                |     ~|     ~|16.0  |     ~|     ~|SNIa                  |  50|   1
1429|V* NO Com                          |Al*|12 41 07.7621776166 +30 26 13.638817959|     ~| 7.21 | 6.94 |     ~|     ~|A6V                   |  56|   0
1430|V* U Com                           |RR*|12 40 03.1942774322 +27 29 56.132804643|     ~|11.92 |11.76 |     ~|     ~|A9                    |  77|   0
1431|* 23 Com                           |** |12 34 51.0805791 +22 37 45.330256      |     ~| 4.773| 4.773|     ~|     ~|A0IV                  | 114|   0
1432|* 24 Com B                         |SB*|12 35 06.3455818367 +18 22 37.532029068|     ~| 6.684| 6.276|     ~|     ~|A9V                   |  76|   0
1433|Wolf 1447                          |PM*|12 34 25.1299006471 +15 16 48.961515844|     ~|12.385|11.976|11.676|11.378|A6                    |  60|   0
1434|SN 1989M                           |SN*|12 37 40.72 +11 49 25.5                |     ~|12.56 |12.2  |     ~|     ~|SNIa                  |  64|   1
1435|SN 1961H                           |SN*|12 36 27.27 +11 26 24.6                |     ~|11.8  |     ~|     ~|     ~|SNIa                  |  61|   1
1436|SN 1990N                           |SN*|12 42 56.68 +13 15 23.4                |     ~|12.69 |12.62 |     ~|     ~|SNIa                  | 374|   1
1437|* 27 Vir                           |dS*|12 41 34.3919287835 +10 25 34.567731169|     ~| 6.408| 6.215|     ~|     ~|A6Vp                  |  64|   0
1438|SN 1992P                           |SN*|12 42 48.93 +10 21 36.2                |     ~|16.14 |16.09 |     ~|     ~|SNIa                  |  71|   1
1439|* rho Vir                          |dS*|12 41 53.0567802922 +10 14 08.229084878| 5.00 | 4.97 | 4.88 | 4.80 | 4.78 |A0Va_lB               | 209|   0
1440|SN 1994D                           |SN*|12 34 02.395 +07 42 05.70              |     ~|11.75 |12.03 |     ~|     ~|SNIa                  | 520|   1
1441|HD 109860                          |*  |12 38 04.4158502713 +03 16 56.800513912|     ~| 6.337| 6.334|     ~|     ~|A0V                   |  60|   0
1442|SN 1991T                           |SN*|12 34 10.20 +02 39 56.4                |     ~|11.70 |11.51 |     ~|     ~|SNIapec               | 702|   1
1443|V* FW Vir                          |LP*|12 38 22.4042220372 +01 51 16.781484879| 9.13 | 7.31 | 5.71 | 4.15 | 2.73 |M3+IIICa0.5           |  64|   0
1444|SN 1981B                           |SN*|12 34 29.57 +02 11 59.3                |     ~|11.74 |     ~|     ~|     ~|SNIa                  | 386|   1
1445|* f Vir                            |*  |12 36 47.3545143962 -05 49 54.840760896|     ~| 5.94 | 5.88 |     ~| 5.80 |A3V                   |  55|   0
1446|* bet Crv                          |PM*|12 34 23.2348393 -23 23 48.337453      | 4.17 | 3.52 | 2.64 | 2.03 | 1.59 |G5IIBa0.3             | 241|   0
1447|HD 109536                          |PM*|12 35 45.5323383923 -41 01 19.021555705|     ~| 5.342| 5.114|     ~|     ~|A7V                   |  66|   0
1448|HD 109573                          |PM*|12 36 01.0317721349 -39 52 10.222698506|     ~| 5.786| 5.774| 7.25 | 5.81 |A0V                   | 558|   1
