C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.16CEST00:02:29

spstring~'M' & nbref>=30
------------------------

Number of objects : 3588

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |      spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|----------------------|----|----
3095|V* RS Cen                          |Mi*|11 20 27.8966001748 -61 52 36.805600209|11.31 | 9.83 | 8.12 |     ~|     ~|M1Ib-IIe              |  43|   0
3096|V* SY Mus                          |Sy*|11 32 09.9958009466 -65 25 11.458645897|     ~|11.97 |10.20 |     ~|     ~|M4                    | 153|   0
3097|Ass Cha T 1-12                     |Y*O|11 07 19.1458095174 -76 03 04.866052625|     ~|17.05 |15.35 |     ~|12.57 |M4Ve                  |  64|   0
3098|V* XX Cha                          |Or*|11 11 39.6733333784 -76 20 15.037536625|     ~|16.67 |15.28 |     ~|12.56 |M3Ve                  |  98|   1
3099|V* VV Cha                          |Or*|11 07 28.241088 -76 52 11.92620        |     ~|16.00 |14.72 |14.48 |12.19 |M1.5+M3               |  62|   0
3100|Sz 4                               |TT*|10 57 42.1008128649 -76 59 35.640039635|     ~|14.1  |14.80 |     ~|12.17 |M4Ve                  |  41|   0
3101|Ass Cha T 1-8                      |TT*|11 02 55.0246345871 -77 21 50.814132195|     ~|     ~|16.25 |15.17 |13.40 |M4.5e                 |  50|   0
3102|Sz 13                              |Or*|11 04 57.0098115161 -77 15 57.051233669|     ~|     ~|18.91 |16.65 |14.68 |M3e                   |  38|   0
3103|V* HX Cha                          |Or*|11 09 54.062760 -76 29 25.54332        |     ~|     ~|     ~|16.08 |14.03 |M3.5+M7               |  62|   0
3104|Sz 40                              |Or*|11 12 09.8315145785 -76 34 36.496433593|     ~|15.2  |     ~|     ~|13.41 |M4.5Ve                |  52|   0
3105|HJM C 1-2                          |Or*|11 09 55.0057844533 -76 32 41.235293097|     ~|     ~|     ~|     ~|17.85 |M0-                   |  31|   0
3106|V* SX Cha                          |Or*|10 55 59.802000 -77 24 40.12524        |     ~|16.01 |14.57 |14.23 |12.35 |M1.5+M3               |  80|   0
3107|Ass Cha T 1-6                      |Y*O|11 00 40.2412351728 -76 19 28.007242344|     ~|14.7  |     ~|     ~|13.64 |M4e                   |  33|   0
3108|Hn 1                               |Y*O|11 02 32.5992281327 -77 29 13.008552253|     ~|     ~|     ~|     ~|13.10 |M3+M5                 |  38|   0
3109|Hn 5                               |Or*|11 06 41.7898286101 -76 35 49.064605354|     ~|     ~|     ~|     ~|13.61 |M4.5e                 |  39|   0
3110|Hn 6                               |Y*O|11 07 11.4517064116 -77 46 39.352554383|     ~|     ~|     ~|     ~|13.31 |M3e                   |  35|   0
3111|V* HU Cha                          |Or*|11 09 18.12888 -76 30 29.2500          |     ~|     ~|     ~|     ~|14.99 |M1/2e                 |  47|   0
3112|CHXR 15                            |Y*O|11 05 42.8798706942 -77 26 51.564304595|     ~|     ~|     ~|     ~|13.51 |M5+M5                 |  31|   0
3113|V* WZ Cha                          |Or*|11 10 53.3208321416 -76 34 32.060346788|     ~|16.41 |15.48 |     ~|13.07 |M4Ve                  |  62|   0
3114|V* HV Cha                          |Or*|11 09 22.6506851116 -76 34 32.169764007|     ~|     ~|     ~|     ~|16.79 |M0.75-M1.75           |  49|   0
3115|V* HW Cha                          |Or*|11 09 41.9197773612 -76 34 58.597303951|     ~|     ~|     ~|     ~|     ~|M0-                   |  32|   0
3116|[NC98] Cha HA 1                    |Y*O|11 07 16.6694944374 -77 35 53.222755937|     ~|22.8  |21.0  |     ~|16.38 |M7.5/8e               |  82|   0
3117|V* HM Cha                          |Or*|11 07 57.2859502381 -77 17 26.245693013|     ~|     ~|     ~|20.9  |17.14 |M0.75-M1.75           |  35|   0
3118|Sz 28                              |pr*|11 08 50.9082136997 -76 25 13.683233652|     ~|16.4  |     ~|     ~|14.60 |M4Ve                  |  32|   0
3119|[CCE98] 1-46                       |Y*O|11 07 13.2882531875 -77 43 49.778015603|     ~|     ~|     ~|     ~|14.77 |M3.5e                 |  40|   0
3120|V* GM Cha                          |Or*|11 09 28.55424 -76 33 28.1376          |     ~|     ~|     ~|     ~|     ~|M3.5-M6.5             |  42|   0
3121|OTS 44                             |Y*O|11 10 09.34392 -76 32 17.8512          |     ~|     ~|     ~|     ~|     ~|M9.5+                 |  52|   0
3122|CHXR 73                            |Y*O|11 06 28.7626436677 -77 37 33.144403799|     ~|     ~|     ~|     ~|15.78 |M3e                   |  42|   1
3123|CHXR 74                            |TT*|11 06 57.3104472434 -77 42 10.645175426|     ~|     ~|     ~|     ~|13.66 |M3Ve                  |  42|   0
3124|CHXR 76                            |Or*|11 07 35.1777230466 -77 34 49.293344749|     ~|20.04 |18.15 |     ~|14.39 |M4e                   |  42|   0
3125|BYB 18                             |Y*O|11 04 42.5993743243 -77 41 57.172118661|     ~|     ~|     ~|     ~|13.63 |M4.5e                 |  51|   0
3126|[NC98] Cha HA 9                    |BD*|11 07 18.5742862738 -77 32 51.553842979|     ~|     ~|23.1  |     ~|17.57 |M5.5e                 |  48|   0
3127|[NC98] Cha HA 12                   |Em*|11 06 37.9644089837 -77 43 09.114902996|     ~|     ~|20.6  |     ~|15.91 |M6.5e                 |  37|   0
3128|ISO-ChaI 143                       |Y*?|11 08 22.3644100400 -77 30 27.790600663|     ~|     ~|     ~|     ~|15.51 |M5e                   |  40|   0
3129|V* HS Cha                          |Or*|11 08 54.9596817049 -76 32 41.150823907|     ~|     ~|20.12 |18.616|16.650|M5.5e                 |  31|   0
3130|ESO-HA 562                         |Or*|11 08 02.8818832663 -77 38 42.559049944|     ~|     ~|17.61 |     ~|14.41 |M0.5+M0.5             |  41|   0
3131|HJM C 2-5                          |pr*|11 10 56.0147051732 -76 45 32.757909031|     ~|     ~|     ~|     ~|13.95 |M6e                   |  42|   0
3132|V* UY Cha                          |Or*|11 06 59.0259228302 -77 18 53.406348011|     ~|     ~|     ~|     ~|12.97 |M4Ve                  |  56|   0
3133|2MASS J11062554-7633418            |Y*O|11 06 25.5204707067 -76 33 41.844129668|     ~|     ~|20.7  |     ~|15.88 |M5.25-6               |  30|   0
3134|HJM C 1-24                         |TT*|11 09 46.1867409078 -76 34 46.505353388|     ~|11.93 |18.41 |     ~|14.72 |M3.25e                |  53|   1
3135|[CCE98] 2-24                       |Y*O|11 07 21.426 -77 22 11.76              |     ~|     ~|     ~|     ~|     ~|M2                    |  33|   0
3136|V* R Oct                           |Mi*|05 26 06.1902147171 -86 23 17.737803680|     ~|10.23 | 6.40 |     ~|     ~|M5.5e                 |  83|   0
3137|HD 3719                            |*  |00 38 40.5983880890 -73 08 15.459679547|     ~| 6.985| 6.861|     ~|     ~|A1mA3-A7              |  50|   0
3138|LIN 358                            |Sy*|00 59 12.2513125672 -75 05 17.616419274|     ~|16.82 |15.34 |14.90 |13.77 |K/Me                  |  40|   0
3139|NAME SMC Symbiotic star 3          |Sy*|00 48 20.0195347830 -73 31 52.073758689|16.66 |16.23 |14.74 |     ~|13.13 |M0e                   |  75|   0
3140|PMMR 41                            |s*r|00 51 29.6746118372 -73 10 44.426902926|15.51 |14.20 |12.27 |11.30 | 9.82 |M0Iab                 |  30|   0
3141|IRAS 00483-7347                    |Mi*|00 50 07.19 -73 31 25.2                |     ~|     ~|22.532|     ~|16.016|M                     |  32|   0
3142|PMMR 23                            |s*r|00 48 46.3685261827 -73 28 20.781513624|15.50 |14.13 |12.37 |11.49 |     ~|K5-M0Iab              |  34|   0
3143|SV* HV 11423                       |s*r|01 00 55.1636196040 -71 37 52.923457713|     ~|13.878|12.057|     ~|     ~|M0Iab                 |  31|   0
3144|Smethells 165                      |** |00 24 08.9765451863 -62 11 04.393080373|     ~|12.71 |11.335|11.076| 9.49 |M0Ve                  |  49|   0
3145|V* CT Tuc                          |Ro*|00 25 14.6620449902 -61 30 48.252609565|     ~|13.11 |11.34 |     ~| 9.66 |M0Ve                  |  50|   0
3146|CD-51 89                           |PM*|00 23 18.5269006771 -50 53 37.939466238|14.58 |13.405|11.887|10.842| 9.56 |M4V                   |  36|   0
3147|CD-46 76                           |PM*|00 21 19.6197886324 -45 44 47.108506314|13.077|11.874|10.394| 9.456| 8.49 |M1V                   |  45|   0
3148|L 290-28                           |Er*|00 21 37.2627918236 -46 05 33.382184654|14.749|13.774|12.240|11.136| 9.93 |M3Ve                  |  37|   0
3149|HD 102703                          |** |11 49 27.8542421981 -46 04 03.143103120|     ~| 7.465| 7.170|     ~|     ~|Fm_dD                 |  34|   1
3150|V* W Cen                           |Mi*|11 55 01.3259276601 -59 15 13.538935653|     ~|11.04 | 7.60 |     ~|     ~|M5e                   |  54|   0
3151|V* V772 Cen                        |s*r|11 41 49.4042348053 -63 24 52.455554592|10.43 | 9.64 | 7.85 |     ~|     ~|M2Ibep+B?             |  52|   0
3152|Ass Cha T 1-32                     |Y*O|11 17 36.9756500866 -77 04 38.121286249|     ~|13.1  |13.50 |     ~|11.78 |M0.5e                 |  76|   0
3153|V* WX Cha                          |Or*|11 09 58.666944 -77 37 09.03432        |     ~|14.93 |13.85 |14.23 |12.20 |M1+M5                 |  90|   0
3154|V* VW Cha                          |Or*|11 08 01.3974165580 -77 42 28.579297348|13.91 |14.04 |12.80 |     ~|10.69 |K7+M0                 | 167|   0
3155|Sz 23                              |Or*|11 07 58.0950734241 -77 42 41.351737085|     ~|15.8  |18.04 |     ~|14.63 |M4Ve                  |  59|   0
3156|Ass Cha T 1-19                     |Y*O|11 08 16.4935782089 -77 44 37.208594822|     ~|18.40 |16.53 |     ~|13.12 |M4Ve                  |  48|   0
3157|Sz 41                              |TT*|11 12 24.3971939698 -76 37 06.179976409|     ~|11.2  |11.60 |     ~|10.22 |K7+M2.5               |  92|   1
3158|Ass Cha T 1-27                     |Or*|11 10 49.5666192333 -77 17 51.754825123|     ~|16.80 |16.64 |     ~|13.84 |M4Ve                  |  71|   0
3159|Hn 18                              |Y*O|11 13 24.4527724500 -76 29 22.875007645|     ~|     ~|     ~|     ~|13.51 |M4Ve                  |  35|   0
3160|Sz 30                              |TT*|11 09 11.72304 -77 29 12.4836          |     ~|14.89 |13.28 |13.02 |11.032|M2.5+M2               |  50|   0
3161|NAME Cha IR Nebula                 |TT*|11 08 38.702 -77 43 51.54              |     ~|     ~|     ~|     ~|     ~|M5.5                  |  72|   0
3162|BYB 43                             |Y*O|11 09 47.3857825572 -77 26 29.196716064|     ~|     ~|     ~|     ~|16.62 |M3.25e                |  45|   0
3163|V* HR Cha                          |Or*|11 08 54.1972544726 -77 32 11.662612572|     ~|     ~|19.1  |     ~|15.01 |M5.25e                |  35|   0
3164|HJM C 6-2                          |Y*O|11 10 28.5074803567 -77 16 59.599068546|     ~|     ~|17.93 |     ~|13.97 |M3Ve                  |  30|   0
3165|V* DZ Cha                          |Or*|11 49 31.8520891363 -78 51 01.058647109|     ~|     ~|12.832|     ~|10.732|M0Ve                  |  63|   0
3166|Cl* NGC 104 SAW V1                 |AB*|00 24 12.6644611039 -72 06 39.794959336|     ~|     ~|11.65 |     ~|     ~|M2/3Ibe               |  32|   0
3167|Cl* NGC 104 SAW V3                 |Mi*|00 25 15.9991520189 -72 03 54.667782644|     ~|13.50 |11.51 |     ~|     ~|M2/3Ib-IIe            |  35|   0
3168|* tet01 Cru                        |SB*|12 03 01.5012993 -63 18 46.540642      |     ~| 4.56 | 4.32 |     ~|     ~|A3(m)A8-A8            |  66|   0
3169|V* SU Cru                          |cC*|12 18 16.93315 -63 16 48.5642          |     ~|11.05 | 9.54 |     ~|     ~|M                     |  78|   0
3170|* eps Mus                          |LP*|12 17 34.2771607 -67 57 38.648630      | 7.27 | 5.60 | 4.02 | 2.12 | 0.36 |M4III                 |  67|   0
3171|RX J1220.4-7407                    |TT*|12 20 21.7903218923 -74 07 39.564137123|     ~|     ~|12.780|     ~|10.52 |M1V                   |  33|   0
3172|L 38-15                            |PM*|12 36 48.7705693676 -76 57 17.653106529|     ~|12.29 |10.95 |     ~|     ~|M                     |  31|   0
3173|V* BP Oct                          |dS*|15 28 19.0922011195 -88 07 58.826418986|     ~| 6.771| 6.484|     ~|     ~|A2mA7-F2              |  62|   0
3174|HD 223889                          |PM*|23 53 50.1130397760 -75 37 57.119076003|12.629|11.515|10.023| 8.994| 7.72 |M3                    |  34|   0
3175|V* S Phe                           |LP*|23 59 04.5693465233 -56 34 32.286286153| 9.80 | 8.57 | 6.93 |     ~|     ~|M5e                   |  48|   0
3176|HD 107233                          |PM*|12 19 55.6449203485 -48 18 59.468148848|     ~| 7.60 | 7.36 |     ~|     ~|hF0VakA1mA1_lB        |  36|   0
3177|* F Cen                            |PM*|12 18 59.7663472943 -55 08 34.734598020| 8.55 | 6.60 | 5.01 | 3.72 | 2.65 |M1III                 |  33|   0
3178|* gam Cru                          |PM*|12 31 09.95961 -57 06 47.5684          | 5.01 | 3.23 | 1.64 |-0.02 |-1.44 |M3.5III               | 264|   0
3179|V* BL Cru                          |LP?|12 27 28.8782020349 -58 59 30.359395658|     ~| 6.95 | 5.50 |     ~|     ~|M4/5III               |  34|   0
3180|V* BI Cru                          |Sy*|12 23 25.9928834665 -62 38 15.987814001|12.06 |12.18 |11.00 |10.71 |     ~|M2/3                  | 124|   0
3181|HD 109738                          |*  |12 37 38.0629096186 -67 51 53.375811626|     ~| 8.50 | 8.30 |     ~|     ~|hA9VkA1mA1_lB         |  32|   0
3182|Sz 49                              |Y*O|13 00 53.2477697970 -76 54 15.207461632|     ~|15.6  |     ~|     ~|     ~|M0.5                  |  39|   0
3183|Sz 50                              |Y*O|13 00 55.3820751133 -77 10 22.247668674|     ~|17.64 |16.01 |     ~|     ~|M3                    |  41|   0
3184|Sz 62                              |Y*O|13 09 50.37 -77 57 24.0                |     ~|16.99 |15.55 |     ~|     ~|M2.5                  |  30|   0
3185|IRAS 12535-7623                    |Y*O|12 57 11.6976232932 -76 40 11.310030727|     ~|17.20 |15.00 |     ~|     ~|M0e                   |  38|   0
3186|* eta Aps                          |PM*|14 18 13.8951765209 -81 00 27.927600462|     ~| 5.130| 4.889|     ~|     ~|A2mA7-F2              |  45|   0
3187|* eps Oct                          |LP*|22 20 01.6796965 -80 26 23.094730      |     ~| 6.433| 5.177|     ~|     ~|M5III                 |  56|   0
3188|L 49-19                            |PM*|22 55 45.5132862852 -75 27 31.205026497|13.004|11.873|10.377| 9.312| 7.958|M3V                   |  58|   0
3189|CPD-64 4333                        |SB*|23 16 31.1320361964 -63 27 04.581159510|     ~|10.753| 9.660|     ~|     ~|M                     |  31|   0
3190|TWA 20                             |Ro*|12 31 38.0691558062 -45 58 59.456934871|     ~|14.10 |13.240|     ~|10.682|M3IVe                 |  43|   0
3191|V* V1251 Cen                       |TT*|12 34 20.6481566533 -48 15 13.530604360|     ~|13.3  |12.2  |     ~|11.90 |M3.5                  |  39|   0
3192|V* V1250 Cen                       |TT*|12 34 20.4718890806 -48 15 19.545698484|     ~|13.3  |12.2  |     ~|11.80 |M3                    |  34|   0
3193|CD-51 6859                         |PM*|12 37 52.2156541938 -52 00 05.321462032|13.397|12.198|10.663| 9.586| 8.233|M3V(e)                |  93|   0
3194|V* U Cen                           |Mi*|12 33 30.7503687663 -54 39 33.729316363|     ~|10.69 | 9.86 |     ~|     ~|M3-5e                 |  40|   0
3195|V* DU Cru                          |s*r|12 53 41.3322291272 -60 20 57.961250763|     ~| 9.82 | 7.66 |     ~|     ~|M2-Iab                |  47|   0
3196|L 147-101                          |PM*|13 01 19.6468369978 -63 11 42.185656155|13.637|12.441|10.929| 9.962| 8.98 |M1V                   |  37|   0
3197|WRAY 16-119                        |Em*|12 45 47.0075978149 -63 00 35.642303896|     ~|16.60 |16.61 |     ~|     ~|M7.5                  |  40|   2
3198|* 67 Mus                           |SB*|13 25 50.3011564140 -70 37 38.091162600|     ~| 5.626| 5.651|     ~|     ~|ApHg(Mn)              | 113|   0
3199|* tet Aps                          |LP*|14 05 19.8778357 -76 47 48.320384      | 8.10 | 7.05 | 5.50 |     ~|     ~|M6.5III:              | 111|   0
3200|L 46-163                           |PM*|20 51 41.5814334994 -79 18 39.983149363|     ~|13.2  |11.87 |10.82 | 9.64 |M2.5V                 |  30|   0
3201|CD-45 7872                         |PM*|12 35 58.3957048308 -45 56 20.486891532|13.748|12.578|11.096|10.093| 8.906|M1.0                  |  47|   0
3202|TWA 16                             |** |12 34 56.302608 -45 38 07.63332        |     ~|14.05 |12.58 |12.21 |10.310|M2.5                  |  52|   0
3203|V* V396 Cen                        |s*r|13 17 25.0402177652 -61 35 02.342940206|     ~| 9.93 | 7.92 |     ~|     ~|M4Ia-Iab              |  33|   0
3204|THA 17-18                          |Em*|13 10 04.8535642333 -63 11 29.980886452|     ~|     ~|14.4  |     ~|     ~|B0[e]+M2/3            |  42|   2
3205|* del01 Aps                        |LP?|16 20 20.8046247 -78 41 44.688944      | 8.06 | 6.37 | 4.68 |     ~|     ~|M4III                 |  54|   0
3206|* alf Oct                          |bL*|21 04 43.0634661812 -77 01 25.573493058|     ~| 5.64 | 5.15 |     ~|     ~|F6(m)pec              |  69|   0
